vehicle_telemetry_id,timestamp,registration_number,vehicle_type,vehicle_category,route_origin,route_destination,highway_corridor,current_state,route_progress_pct,current_status,speed_kmh,cargo_payload_tons,passenger_count,fuel_level_pct,engine_temp_c,continuous_driving_hours,driver_fatigue_alert,checkpost_ilp_status,gps_signal_status
VTL-NER-2026-0187,2026-08-25 13:30:00,TR-01-ID-8499,Border Roads Construction Dumper,Infrastructure,Agartala,Silchar,NH-08,Tripura,16.4,In Transit / Moving,17.8,0.82,2,64.4,82.4,8.6,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0188,2026-08-25 13:30:00,NL-09-TM-4370,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Kohima,Imphal,NH-02,Manipur,60.5,Maintenance / Breakdown,0.0,2.86,2,73.6,77.8,2.2,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0189,2026-08-25 13:30:00,NL-07-TX-2112,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Nagaland,6.2,Maintenance / Breakdown,0.0,16.65,3,16.2,87.7,8.8,Yes (Exceeded 8 hrs),Cleared,Satellite Fallback
VTL-NER-2026-0190,2026-08-25 13:30:00,NL-01-QH-5067,Emergency Relief Convoy / NDRF Truck,Emergency Services,Dimapur,Kohima,NH-29,Nagaland,20.1,Halted / Landslide Blockade,0.0,9.44,3,73.9,73.0,7.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0191,2026-08-25 13:30:00,NL-08-OI-8901,Multi-Axle Container Truck,Cargo / Logistics,Kohima,Imphal,NH-02,Nagaland,24.0,In Transit / Moving,25.5,19.73,1,87.5,94.6,4.5,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0192,2026-08-25 13:30:00,AS-02-EQ-3937,Multi-Axle Container Truck,Cargo / Logistics,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,60.3,In Transit / Moving,21.9,1.72,2,72.0,98.8,4.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0193,2026-08-25 13:30:00,AS-04-HE-1216,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,14.3,Halted / Traffic Congestion,5.7,24.3,1,36.4,87.9,3.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0194,2026-08-25 13:30:00,AS-07-JP-1417,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,42.7,Halted / Landslide Blockade,0.0,13.64,1,30.9,78.3,1.8,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0195,2026-08-25 13:30:00,AS-08-JP-2568,Interstate Passenger Bus (ASTC/Private),Public Transit,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,60.0,Pit Stop / Checkpost Inspection,0.0,9.12,3,15.7,81.6,1.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0196,2026-08-25 13:30:00,AS-04-LB-7105,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,86.4,In Transit / Moving,40.0,35.27,2,39.9,101.9,1.1,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0197,2026-08-25 13:30:00,TR-01-FL-2317,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Agartala,Silchar,NH-08,Tripura,38.9,In Transit / Moving,40.2,14.74,2,22.8,101.2,9.0,Yes (Exceeded 8 hrs),Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0198,2026-08-25 13:30:00,SK-08-UV-4285,Interstate Passenger Bus (ASTC/Private),Public Transit,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,26.9,In Transit / Moving,54.1,10.14,3,29.1,85.4,1.1,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0199,2026-08-25 13:30:00,AS-08-SD-3067,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Arunachal Pradesh,65.4,In Transit / Moving,31.0,19.32,2,58.1,90.4,8.4,Yes (Exceeded 8 hrs),N/A,Strong (4G/5G)
VTL-NER-2026-0200,2026-08-25 13:30:00,ML-08-ER-3040,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Shillong,Silchar,NH-06,Assam,80.6,In Transit / Moving,52.6,1.78,21,40.9,94.2,4.1,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0201,2026-08-25 13:30:00,SK-06-NH-4961,Border Roads Construction Dumper,Infrastructure,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,63.5,In Transit / Moving,21.1,0.83,3,85.4,87.5,4.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0202,2026-08-25 13:30:00,TR-09-TJ-3553,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Agartala,Silchar,NH-08,Tripura,8.0,In Transit / Moving,25.0,10.21,3,30.0,94.7,5.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0203,2026-08-25 13:30:00,AS-04-KV-6422,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Arunachal Pradesh,65.8,In Transit / Moving,44.5,15.46,3,27.3,92.8,9.4,Yes (Exceeded 8 hrs),Cleared,Moderate (3G)
VTL-NER-2026-0204,2026-08-25 13:30:00,MN-06-KW-8375,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Imphal,Moreh (Border),NH-102,Manipur,45.2,In Transit / Moving,52.8,1.1,23,26.5,85.6,6.0,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0205,2026-08-25 13:30:00,TR-06-UW-8277,Multi-Axle Container Truck,Cargo / Logistics,Agartala,Silchar,NH-08,Tripura,14.3,In Transit / Moving,30.5,33.86,3,88.5,91.4,4.9,Normal,Customs/Inner Line Permit (ILP) Verification,Moderate (3G)
VTL-NER-2026-0206,2026-08-25 13:30:00,WB-05-AB-4102,Emergency Relief Convoy / NDRF Truck,Emergency Services,Siliguri,Gangtok,NH-10,West Bengal,32.8,In Transit / Moving,40.1,11.37,2,41.0,95.6,6.7,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0207,2026-08-25 13:30:00,MN-06-TC-9939,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Imphal,Moreh (Border),NH-102,Manipur,40.0,In Transit / Moving,43.0,20.72,2,73.9,96.9,6.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0208,2026-08-25 13:30:00,AS-05-DZ-8220,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Meghalaya,57.7,In Transit / Moving,39.5,13.51,2,55.2,93.1,2.6,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0209,2026-08-25 13:30:00,NL-05-SE-5101,Border Roads Construction Dumper,Infrastructure,Dimapur,Kohima,NH-29,Nagaland,28.6,In Transit / Moving,34.4,7.29,3,16.6,92.6,7.7,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0210,2026-08-25 13:30:00,TR-06-VQ-2547,Interstate Passenger Bus (ASTC/Private),Public Transit,Agartala,Silchar,NH-08,Assam,57.2,In Transit / Moving,51.2,8.29,1,18.6,83.8,7.3,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0211,2026-08-25 13:30:00,AS-05-PW-2064,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,31.2,In Transit / Moving,22.1,26.56,1,94.6,100.3,7.4,Normal,N/A,Strong (4G/5G)
VTL-NER-2026-0212,2026-08-25 13:30:00,NL-03-TD-5033,Fuel Tanker (POL),Hazardous Cargo,Dimapur,Kohima,NH-29,Nagaland,23.8,Pit Stop / Checkpost Inspection,0.0,1.92,3,39.9,85.0,6.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0213,2026-08-25 13:30:00,AS-02-BN-1684,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,5.9,In Transit / Moving,37.0,30.06,1,41.5,82.2,8.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0214,2026-08-25 13:30:00,NL-08-ZY-4660,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Kohima,Imphal,NH-02,Nagaland,27.5,In Transit / Moving,61.8,1.5,8,50.8,87.2,6.9,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0215,2026-08-25 13:30:00,AS-05-LS-9737,Border Roads Construction Dumper,Infrastructure,Guwahati,Shillong,NH-06,Meghalaya,62.1,In Transit / Moving,35.2,10.66,2,60.8,89.9,6.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0216,2026-08-25 13:30:00,NL-03-MT-5210,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,91.2,In Transit / Moving,41.5,9.22,1,58.2,82.5,4.7,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0217,2026-08-25 13:30:00,TR-05-YH-3716,Multi-Axle Container Truck,Cargo / Logistics,Agartala,Silchar,NH-08,Tripura,17.1,In Transit / Moving,33.5,39.05,1,88.2,93.1,2.8,Normal,Cleared,Satellite Fallback
VTL-NER-2026-0218,2026-08-25 13:30:00,AS-09-KN-9024,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Meghalaya,82.8,Pit Stop / Checkpost Inspection,0.0,4.68,3,82.4,85.5,9.4,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0219,2026-08-25 13:30:00,SK-07-WP-2262,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,32.9,In Transit / Moving,44.4,3.2,2,92.0,86.7,6.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0220,2026-08-25 13:30:00,NL-09-NC-2341,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Kohima,Imphal,NH-02,Manipur,85.6,Halted / Landslide Blockade,0.0,0.65,31,52.2,73.2,3.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0221,2026-08-25 13:30:00,AS-08-YL-4217,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Shillong,NH-06,Meghalaya,50.6,In Transit / Moving,57.5,2.72,1,35.1,91.9,5.9,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0222,2026-08-25 13:30:00,ML-02-JC-6068,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Shillong,Silchar,NH-06,Meghalaya,26.0,In Transit / Moving,26.8,3.96,2,70.0,88.9,7.8,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0223,2026-08-25 13:30:00,AR-08-FG-7398,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,18.0,In Transit / Moving,62.1,1.58,12,15.1,101.0,7.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0224,2026-08-25 13:30:00,AR-01-NU-1422,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,52.4,In Transit / Moving,54.7,2.13,1,55.9,82.3,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0225,2026-08-25 13:30:00,ML-08-VP-1550,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Shillong,Silchar,NH-06,Meghalaya,30.8,In Transit / Moving,34.5,3.89,2,33.7,89.9,2.2,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0226,2026-08-25 13:30:00,AS-06-XA-6276,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,59.2,Halted / Traffic Congestion,6.1,29.7,2,92.0,87.9,0.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0227,2026-08-25 13:30:00,ML-07-UN-7038,Border Roads Construction Dumper,Infrastructure,Shillong,Silchar,NH-06,Assam,93.4,In Transit / Moving,22.7,14.99,3,15.6,95.4,6.1,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0228,2026-08-25 13:30:00,AS-07-PW-8759,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Silchar,Aizawl,NH-306,Assam,15.3,In Transit / Moving,36.0,19.83,3,82.9,85.9,6.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0229,2026-08-25 13:30:00,NL-06-LR-7756,Fuel Tanker (POL),Hazardous Cargo,Kohima,Imphal,NH-02,Manipur,86.9,In Transit / Moving,30.9,6.7,2,74.1,82.0,7.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0230,2026-08-25 13:30:00,MN-07-AR-5707,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Imphal,Moreh (Border),NH-102,Manipur,93.0,In Transit / Moving,49.4,6.87,1,23.6,90.8,0.8,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0231,2026-08-25 13:30:00,ML-04-DQ-4015,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Shillong,Silchar,NH-06,Meghalaya,47.1,In Transit / Moving,53.0,1.39,8,24.9,93.5,3.2,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0232,2026-08-25 13:30:00,AS-03-VI-3190,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Silchar,Aizawl,NH-306,Mizoram,66.2,Pit Stop / Checkpost Inspection,0.0,1.77,33,16.2,73.1,8.5,Yes (Exceeded 8 hrs),Cleared,Moderate (3G)
VTL-NER-2026-0233,2026-08-25 13:30:00,ML-09-TU-9941,Border Roads Construction Dumper,Infrastructure,Shillong,Silchar,NH-06,Meghalaya,14.8,In Transit / Moving,37.5,5.6,3,24.0,93.7,4.2,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0234,2026-08-25 13:30:00,MN-01-IG-7162,Emergency Relief Convoy / NDRF Truck,Emergency Services,Imphal,Moreh (Border),NH-102,Manipur,81.8,In Transit / Moving,26.6,4.19,2,53.1,89.9,5.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0235,2026-08-25 13:30:00,AS-06-RC-4237,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,82.4,Halted / Landslide Blockade,0.0,1.45,4,37.4,80.9,7.7,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0236,2026-08-25 13:30:00,AS-02-BA-4923,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,72.4,In Transit / Moving,53.5,9.43,1,94.2,90.2,5.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0237,2026-08-25 13:30:00,AR-02-RQ-6818,Border Roads Construction Dumper,Infrastructure,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,82.8,In Transit / Moving,40.4,10.65,1,80.2,101.3,1.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0238,2026-08-25 13:30:00,NL-03-VT-9675,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Kohima,Imphal,NH-02,Manipur,77.4,In Transit / Moving,68.4,1.46,9,59.6,86.0,5.5,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0239,2026-08-25 13:30:00,TR-02-LQ-1960,Fuel Tanker (POL),Hazardous Cargo,Agartala,Silchar,NH-08,Tripura,25.9,Pit Stop / Checkpost Inspection,0.0,17.0,3,87.0,81.4,2.8,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0240,2026-08-25 13:30:00,NL-03-MY-2636,Multi-Axle Container Truck,Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,41.7,Halted / Traffic Congestion,9.0,35.92,1,45.0,90.7,4.7,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0241,2026-08-25 13:30:00,AS-04-PA-2188,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Itanagar,NH-15,Assam,39.0,In Transit / Moving,43.5,8.11,3,50.8,97.6,5.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0242,2026-08-25 13:30:00,AS-03-VR-7879,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Shillong,NH-06,Assam,7.1,Pit Stop / Checkpost Inspection,0.0,9.44,1,64.9,81.1,3.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0243,2026-08-25 13:30:00,MN-08-ZH-6333,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Imphal,Moreh (Border),NH-102,Manipur,56.4,In Transit / Moving,66.1,1.62,26,54.4,88.4,1.9,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0244,2026-08-25 13:30:00,NL-09-OC-7212,Interstate Passenger Bus (ASTC/Private),Public Transit,Kohima,Imphal,NH-02,Manipur,55.4,In Transit / Moving,39.4,6.39,3,81.8,101.4,6.1,Normal,Customs/Inner Line Permit (ILP) Verification,Weak (Mountain Shadow)
VTL-NER-2026-0245,2026-08-25 13:30:00,TR-08-LZ-1859,Border Roads Construction Dumper,Infrastructure,Agartala,Silchar,NH-08,Tripura,42.2,In Transit / Moving,40.1,4.51,3,38.5,90.0,5.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0246,2026-08-25 13:30:00,MN-07-YO-2874,Interstate Passenger Bus (ASTC/Private),Public Transit,Imphal,Moreh (Border),NH-102,Manipur,51.7,In Transit / Moving,54.4,9.65,3,73.0,89.5,5.2,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0247,2026-08-25 13:30:00,MN-09-WN-5078,Border Roads Construction Dumper,Infrastructure,Imphal,Moreh (Border),NH-102,Manipur,30.2,Halted / Traffic Congestion,8.7,3.25,1,65.7,100.3,4.7,Normal,N/A,Strong (4G/5G)
VTL-NER-2026-0248,2026-08-25 13:30:00,NL-09-CC-5587,Border Roads Construction Dumper,Infrastructure,Dimapur,Kohima,NH-29,Nagaland,74.4,In Transit / Moving,22.7,13.71,3,64.6,89.8,7.2,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0249,2026-08-25 13:30:00,NL-06-VG-5732,Fuel Tanker (POL),Hazardous Cargo,Kohima,Imphal,NH-02,Nagaland,43.9,In Transit / Moving,23.9,14.84,1,37.4,101.1,7.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0250,2026-08-25 13:30:00,AR-04-KI-3205,Interstate Passenger Bus (ASTC/Private),Public Transit,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,19.4,In Transit / Moving,59.0,11.91,3,16.6,100.7,7.8,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0251,2026-08-25 13:30:00,AR-02-UC-4881,Fuel Tanker (POL),Hazardous Cargo,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,14.7,In Transit / Moving,36.7,19.02,2,73.2,100.4,8.9,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0252,2026-08-25 13:30:00,AS-08-US-2579,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,52.7,In Transit / Moving,11.2,1.59,1,95.3,90.9,5.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0253,2026-08-25 13:30:00,NL-02-MV-8133,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,37.9,In Transit / Moving,22.0,9.6,1,28.4,97.3,3.5,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0254,2026-08-25 13:30:00,NL-09-QF-4931,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,81.5,Halted / Landslide Blockade,0.0,17.35,2,19.6,74.9,5.4,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0255,2026-08-25 13:30:00,SK-06-EM-7791,Emergency Relief Convoy / NDRF Truck,Emergency Services,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,83.6,Halted / Traffic Congestion,4.3,6.01,2,40.9,92.6,8.8,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0256,2026-08-25 13:30:00,AS-07-AC-5908,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Assam,30.0,In Transit / Moving,40.0,5.91,1,66.9,85.6,7.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0257,2026-08-25 13:30:00,AS-01-QC-3694,Border Roads Construction Dumper,Infrastructure,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,13.2,Halted / Landslide Blockade,0.0,3.02,2,66.1,76.3,6.7,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0258,2026-08-25 13:30:00,AS-04-WI-7331,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Itanagar,NH-15,Assam,12.5,In Transit / Moving,52.2,9.06,3,56.5,89.9,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0259,2026-08-25 13:30:00,TR-02-VD-6109,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Assam,59.2,In Transit / Moving,50.1,4.88,1,29.3,82.3,3.5,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0260,2026-08-25 13:30:00,MN-06-BR-9701,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Imphal,Moreh (Border),NH-102,Manipur,42.8,In Transit / Moving,42.6,8.65,3,34.8,99.2,2.1,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0261,2026-08-25 13:30:00,WB-04-XX-9233,Emergency Relief Convoy / NDRF Truck,Emergency Services,Siliguri,Gangtok,NH-10,Sikkim,70.4,In Transit / Moving,41.3,13.53,2,74.8,99.3,2.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0262,2026-08-25 13:30:00,NL-04-NQ-4336,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Kohima,Imphal,NH-02,Manipur,88.5,In Transit / Moving,61.8,1.63,27,25.0,87.3,6.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0263,2026-08-25 13:30:00,AS-08-NE-4124,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Silchar,NH-27,Assam,25.5,In Transit / Moving,44.4,17.09,1,41.1,84.9,5.4,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0264,2026-08-25 13:30:00,AS-01-JN-6666,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Arunachal Pradesh,65.4,In Transit / Moving,42.1,12.49,1,27.7,89.8,8.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0265,2026-08-25 13:30:00,MN-08-WO-7476,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Imphal,Moreh (Border),NH-102,Manipur,39.6,Halted / Landslide Blockade,0.0,1.49,10,52.9,82.4,3.9,Normal,Pending Inspection,Moderate (3G)
VTL-NER-2026-0266,2026-08-25 13:30:00,AR-06-MT-1398,Multi-Axle Container Truck,Cargo / Logistics,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,73.6,Maintenance / Breakdown,0.0,14.1,2,33.3,76.7,5.1,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0267,2026-08-25 13:30:00,AR-09-RG-9360,Border Roads Construction Dumper,Infrastructure,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,54.8,In Transit / Moving,38.4,8.54,2,22.4,83.9,4.4,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0268,2026-08-25 13:30:00,WB-02-AH-7592,Fuel Tanker (POL),Hazardous Cargo,Siliguri,Gangtok,NH-10,West Bengal,10.8,Halted / Landslide Blockade,0.0,14.85,1,33.8,85.8,2.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0269,2026-08-25 13:30:00,AS-05-JG-7903,Interstate Passenger Bus (ASTC/Private),Public Transit,Silchar,Aizawl,NH-306,Assam,32.1,In Transit / Moving,43.4,9.26,3,42.3,101.5,6.0,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0270,2026-08-25 13:30:00,AS-09-GS-4031,Fuel Tanker (POL),Hazardous Cargo,Silchar,Aizawl,NH-306,Assam,24.1,In Transit / Moving,28.4,8.44,2,96.9,90.4,6.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0271,2026-08-25 13:30:00,AS-08-BE-4559,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Assam,39.9,Halted / Traffic Congestion,2.2,0.31,2,91.5,94.8,2.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0272,2026-08-25 13:30:00,SK-02-CJ-3689,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,45.5,In Transit / Moving,42.1,0.8,36,90.6,96.2,1.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0273,2026-08-25 13:30:00,TR-09-YM-3210,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Agartala,Silchar,NH-08,Assam,50.2,In Transit / Moving,63.4,1.61,24,64.2,88.7,4.4,Normal,Pending Inspection,Weak (Mountain Shadow)
VTL-NER-2026-0274,2026-08-25 13:30:00,ML-09-LL-2321,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Shillong,Silchar,NH-06,Meghalaya,26.7,Halted / Traffic Congestion,4.5,1.04,3,41.5,101.4,4.8,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0275,2026-08-25 13:30:00,WB-08-NB-8860,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Siliguri,Gangtok,NH-10,Sikkim,66.3,In Transit / Moving,62.3,0.61,10,54.9,101.1,7.9,Normal,Customs/Inner Line Permit (ILP) Verification,Satellite Fallback
VTL-NER-2026-0276,2026-08-25 13:30:00,AS-01-KG-3852,Border Roads Construction Dumper,Infrastructure,Guwahati,Silchar,NH-27,Assam,23.7,In Transit / Moving,13.2,1.62,1,71.8,93.9,3.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0277,2026-08-25 13:30:00,AS-07-RU-3960,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Itanagar,NH-15,Assam,31.3,Halted / Landslide Blockade,0.0,8.68,2,96.5,74.6,8.7,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0278,2026-08-25 13:30:00,AS-05-TI-2911,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,71.8,In Transit / Moving,20.1,3.96,1,39.8,98.5,6.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0279,2026-08-25 13:30:00,TR-06-GW-7190,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Agartala,Silchar,NH-08,Tripura,37.7,In Transit / Moving,36.5,11.47,2,49.9,90.0,1.3,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0280,2026-08-25 13:30:00,AS-09-OM-7814,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Shillong,NH-06,Assam,14.5,In Transit / Moving,35.2,18.44,1,28.8,88.5,8.4,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
