sample_id,state,district_location,latitude,longitude,elevation_m,landform_type,geological_formation,slope_degrees,aspect_degrees,aspect_cardinal,roughness_index_tri,landcover_class,soil_type,soil_moisture_pct,soil_ph,landslide_risk_level,landslide_susceptibility_score_10,soil_erosion_rate_t_ha_yr,seismic_zone,sensor_status
NER-TRN-MIZ-0175,Mizoram,Lunglei,22.89367,92.72752,751.4,Anticline Ridge Flank,Bhuban Formation Sandstone,12.44,170.5,S,15.48,Subtropical Pine Forest,Residual Red Clay,36.2,4.9,Low Risk (Class 1),2.5,25.39,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0176,Mizoram,Lunglei,22.89025,92.72582,688.4,Anticline Ridge Flank,Bhuban Formation Sandstone,10.25,221.6,SW,16.42,Terrace Farming,Residual Red Clay,24.0,6.73,Low Risk (Class 1),3.5,18.47,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0177,Mizoram,Lunglei,22.8976,92.7219,658.8,Anticline Ridge Flank,Bhuban Formation Sandstone,23.31,117.7,SE,23.42,Terrace Farming,Sandstone Derived Loam,24.3,4.65,Moderate Risk (Class 3),6.8,44.46,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0178,Mizoram,Lunglei,22.8783,92.7343,662.8,Anticline Ridge Flank,Bhuban Formation Sandstone,24.34,147.9,SE,25.45,Shift Agriculture (Jhum),Sandstone Derived Loam,43.0,5.0,High Risk (Class 4),5.3,64.65,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0179,Mizoram,Lunglei,22.86913,92.71528,678.7,Anticline Ridge Flank,Bhuban Formation Sandstone,8.89,357.4,N,13.09,Shift Agriculture (Jhum),Silty Clay,41.2,4.79,Low Risk (Class 1),2.1,14.3,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0180,Mizoram,Lunglei,22.90723,92.72842,838.6,Anticline Ridge Flank,Bhuban Formation Sandstone,16.14,291.8,W,18.54,Subtropical Pine Forest,Sandstone Derived Loam,59.3,5.54,Moderate Risk (Class 3),5.6,31.03,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0181,Nagaland,Kohima,25.67354,94.12069,1428.2,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,48.03,206.9,SW,44.44,Exposed Rock Ridge,Humus Forest Loam,52.1,5.63,Very High Risk (Class 5),7.9,163.56,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0182,Nagaland,Kohima,25.67305,94.09459,1475.6,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,21.44,111.7,E,21.71,Shift Agriculture (Jhum),Humus Forest Loam,60.5,6.11,Moderate Risk (Class 3),5.8,45.09,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0183,Nagaland,Kohima,25.69197,94.10483,1330.9,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,33.41,266.9,W,31.04,Exposed Rock Ridge,Heavy Red Clay,47.1,6.51,High Risk (Class 4),7.5,91.39,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0184,Nagaland,Kohima,25.6557,94.11323,1375.5,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,43.0,236.4,SW,44.06,Exposed Rock Ridge,Heavy Red Clay,58.3,6.7,High Risk (Class 4),9.4,126.3,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0185,Nagaland,Kohima,25.68772,94.10363,1360.4,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,31.02,132.1,SE,34.57,Degraded Forest / Bamboo Brake,Silty Loam,59.6,4.61,Moderate Risk (Class 3),5.2,90.59,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0186,Nagaland,Kohima,25.65614,94.09159,1552.6,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,50.21,20.7,N,46.22,Degraded Forest / Bamboo Brake,Heavy Red Clay,65.6,4.75,High Risk (Class 4),8.0,174.34,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0187,Nagaland,Kohima,25.6817,94.11208,1409.2,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,49.23,356.7,N,46.77,Exposed Rock Ridge,Humus Forest Loam,34.9,4.58,High Risk (Class 4),9.5,118.17,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0188,Nagaland,Kohima,25.67348,94.09552,1419.9,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,47.67,169.2,S,48.2,Exposed Rock Ridge,Silty Loam,22.8,6.44,High Risk (Class 4),8.1,57.45,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0189,Nagaland,Kohima,25.69246,94.11283,1498.2,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,45.04,298.4,NW,40.03,Exposed Rock Ridge,Humus Forest Loam,24.6,6.05,High Risk (Class 4),7.3,114.44,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0190,Nagaland,Kohima,25.66117,94.12531,1403.3,High Folded Mountain Crest,Disang-Barail Thrust Zone Shales,46.72,316.6,NW,47.58,Dense Evergreen Broadleaf Forest,Humus Forest Loam,24.6,6.75,Very High Risk (Class 5),7.7,98.95,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0191,Nagaland,Dimapur,25.91239,93.74201,123.1,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,18.63,242.0,SW,21.84,Riverine Marsh / Wetlands,Heavy Red Clay,35.3,5.65,Moderate Risk (Class 3),5.6,62.19,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0192,Nagaland,Dimapur,25.89966,93.71152,179.5,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,16.0,325.8,NW,16.91,Riverine Marsh / Wetlands,Humus Forest Loam,47.8,5.75,High Risk (Class 4),4.6,38.73,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0193,Nagaland,Dimapur,25.89346,93.73841,123.7,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,11.75,235.1,SW,14.9,Settlement / Built-up,Silty Loam,60.7,6.09,Low Risk (Class 1),1.5,18.79,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0194,Nagaland,Dimapur,25.92176,93.72946,176.6,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,20.83,2.7,N,25.8,Tea Plantation,Heavy Red Clay,47.2,5.64,High Risk (Class 4),9.7,43.6,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0195,Nagaland,Dimapur,25.91815,93.7358,111.4,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,14.85,6.4,N,18.04,Tea Plantation,Humus Forest Loam,51.0,6.54,Low Risk (Class 1),2.4,54.49,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0196,Nagaland,Dimapur,25.90736,93.70977,144.5,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,21.11,297.5,NW,22.18,Settlement / Built-up,Humus Forest Loam,48.9,5.4,Moderate Risk (Class 3),4.0,27.84,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0197,Nagaland,Dimapur,25.88673,93.72924,133.7,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,17.64,194.7,S,16.53,Settlement / Built-up,Silty Loam,37.3,4.91,Moderate Risk (Class 3),5.6,63.84,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0198,Nagaland,Dimapur,25.89457,93.73865,151.3,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,20.13,172.5,S,19.57,Tea Plantation,Silty Loam,30.5,6.7,Moderate Risk (Class 3),5.5,34.53,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0199,Nagaland,Dimapur,25.91279,93.739,155.9,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,10.79,187.3,S,16.91,Riverine Marsh / Wetlands,Silty Loam,64.0,4.67,Low Risk (Class 1),2.9,39.66,Zone V (Very High Risk),Active / Normal
NER-TRN-NAG-0200,Nagaland,Dimapur,25.89317,93.7361,116.7,Foothill Alluvial Plain,Quaternary Alluvium & Gravels,15.24,232.3,SW,15.36,Settlement / Built-up,Heavy Red Clay,63.8,5.06,Moderate Risk (Class 3),4.3,53.09,Zone V (Very High Risk),Active / Normal
NER-TRN-TRI-0201,Tripura,Agartala,23.82349,91.28329,5.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,1.88,214.7,SW,8.43,Settlement / Built-up,Alluvial Sandy Silt,23.8,6.62,Very Low Risk (Class 2),2.2,4.05,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0202,Tripura,Agartala,23.83322,91.30679,5.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,5.2,49.7,NE,9.37,Riverine Marsh / Wetlands,Lunga Clayey Silt,28.7,4.6,Very Low Risk (Class 2),3.7,8.67,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0203,Tripura,Agartala,23.84726,91.28972,5.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,5.09,13.4,N,9.28,Agricultural Paddy Land,Tilla Red Sandy Loam,27.5,6.28,Low Risk (Class 1),1.3,10.44,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0204,Tripura,Agartala,23.83943,91.30164,6.1,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,7.86,357.2,N,11.2,Tea Plantation,Alluvial Sandy Silt,40.1,5.37,Very Low Risk (Class 2),1.6,23.24,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0205,Tripura,Agartala,23.84772,91.27493,5.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,5.38,134.1,SE,11.04,Agricultural Paddy Land,Alluvial Sandy Silt,25.3,5.45,Very Low Risk (Class 2),3.0,19.82,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0206,Tripura,Agartala,23.81597,91.29115,25.8,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,3.9,50.7,NE,10.71,Riverine Marsh / Wetlands,Alluvial Sandy Silt,24.3,5.35,Low Risk (Class 1),3.3,12.78,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0207,Tripura,Agartala,23.83957,91.26769,5.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,0.94,224.5,SW,8.46,Agricultural Paddy Land,Alluvial Sandy Silt,67.7,6.73,Very Low Risk (Class 2),1.3,2.39,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0208,Tripura,Agartala,23.82715,91.27398,40.6,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,7.61,120.6,SE,8.17,Riverine Marsh / Wetlands,Tilla Red Sandy Loam,47.4,6.06,Very Low Risk (Class 2),2.0,24.48,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0209,Tripura,Agartala,23.8489,91.27268,5.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,5.87,298.3,NW,13.45,Agricultural Paddy Land,Tilla Red Sandy Loam,31.4,5.88,Very Low Risk (Class 2),1.5,18.26,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0210,Tripura,Agartala,23.8421,91.29108,21.0,Floodplain & Low Tilla Terraces,Dupitila Formation Sand & Clay,1.92,178.8,S,7.5,Tea Plantation,Tilla Red Sandy Loam,22.4,6.38,Very Low Risk (Class 2),2.2,6.22,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0211,Tripura,Udaipur,23.51684,91.49785,6.9,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,3.36,114.4,SE,5.89,Agricultural Paddy Land,Alluvial Sandy Silt,30.9,4.55,Very Low Risk (Class 2),1.4,5.9,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0212,Tripura,Udaipur,23.54043,91.47884,5.0,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,5.58,211.9,SW,11.15,Agricultural Paddy Land,Tilla Red Sandy Loam,55.4,6.11,Low Risk (Class 1),1.4,18.69,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0213,Tripura,Udaipur,23.52807,91.48751,45.4,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,0.56,184.4,S,5.85,Riverine Marsh / Wetlands,Alluvial Sandy Silt,33.3,6.17,Low Risk (Class 1),3.7,0.78,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0214,Tripura,Udaipur,23.55248,91.46772,26.8,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,2.86,239.2,SW,8.48,Riverine Marsh / Wetlands,Tilla Red Sandy Loam,44.5,6.79,Low Risk (Class 1),2.7,5.63,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0215,Tripura,Udaipur,23.52057,91.47369,14.8,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,1.26,150.7,SE,6.98,Tea Plantation,Lunga Clayey Silt,49.4,6.65,Low Risk (Class 1),2.9,2.63,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0216,Tripura,Udaipur,23.54733,91.48229,5.0,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,5.2,40.1,NE,9.01,Agricultural Paddy Land,Tilla Red Sandy Loam,46.4,5.38,Very Low Risk (Class 2),2.7,6.37,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0217,Tripura,Udaipur,23.55264,91.46942,17.0,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,1.58,30.7,NE,5.25,Agricultural Paddy Land,Alluvial Sandy Silt,55.2,4.9,Very Low Risk (Class 2),3.4,4.88,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0218,Tripura,Udaipur,23.54428,91.50187,48.8,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,2.32,288.0,W,10.33,Riverine Marsh / Wetlands,Alluvial Sandy Silt,23.9,5.03,Very Low Risk (Class 2),1.9,7.23,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0219,Tripura,Udaipur,23.54351,91.48929,21.5,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,2.69,24.6,NE,10.57,Riverine Marsh / Wetlands,Tilla Red Sandy Loam,46.7,4.73,Very Low Risk (Class 2),2.9,6.35,Zone IV (High Risk),Active / Normal
NER-TRN-TRI-0220,Tripura,Udaipur,23.51467,91.46969,34.5,Gumti River Valley & Low Ridges,Unconsolidated Clayish Silt,1.52,0.2,N,9.72,Riverine Marsh / Wetlands,Alluvial Sandy Silt,58.6,4.75,Low Risk (Class 1),2.3,4.54,Zone IV (High Risk),Active / Normal
NER-TRN-SIK-0221,Sikkim,Gangtok,27.34709,88.62338,1767.6,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,25.13,163.9,S,27.41,Dense Mixed Evergreen Forest,Alpine Glacial Till,44.5,5.89,Moderate Risk (Class 3),4.2,31.2,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0222,Sikkim,Gangtok,27.3493,88.60932,1765.5,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,50.65,346.5,N,44.61,Degraded Forest / Bamboo Brake,Forest Humus Rich Brown Soil,43.9,4.93,High Risk (Class 4),7.4,164.67,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0223,Sikkim,Gangtok,27.32744,88.58986,1568.7,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,39.98,224.1,SW,36.48,Dense Evergreen Broadleaf Forest,Rocky Skeletal Soil,52.3,6.15,High Risk (Class 4),7.7,117.35,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0224,Sikkim,Gangtok,27.32634,88.60038,1764.8,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,29.92,18.3,N,31.07,Subtropical Pine Forest,Forest Humus Rich Brown Soil,28.0,5.55,Moderate Risk (Class 3),5.0,37.1,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0225,Sikkim,Gangtok,27.3477,88.60913,1725.6,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,28.65,105.6,E,28.92,Terrace Farming,Rocky Skeletal Soil,60.3,6.23,Moderate Risk (Class 3),4.7,71.52,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0226,Sikkim,Gangtok,27.34864,88.58731,1743.3,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,30.09,95.9,E,33.79,Dense Evergreen Broadleaf Forest,Forest Humus Rich Brown Soil,37.2,5.88,High Risk (Class 4),6.0,103.39,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0227,Sikkim,Gangtok,27.35302,88.5933,1605.9,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,34.26,333.5,NW,36.09,Degraded Forest / Bamboo Brake,Alpine Glacial Till,40.7,5.97,Moderate Risk (Class 3),5.2,129.31,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0228,Sikkim,Gangtok,27.33178,88.62635,1572.8,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,32.42,2.6,N,32.24,Exposed Rock Ridge,Forest Humus Rich Brown Soil,39.8,6.26,Moderate Risk (Class 3),4.7,44.1,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0229,Sikkim,Gangtok,27.35712,88.60909,1734.3,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,29.66,2.3,N,31.68,Subtropical Pine Forest,Alpine Glacial Till,42.6,5.0,High Risk (Class 4),6.3,104.38,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0230,Sikkim,Gangtok,27.32186,88.58835,1556.0,Steep Mountain Slope & Ridge,Daling Group Chlorite-Muscovite Schist,51.8,56.9,NE,51.35,Exposed Rock Ridge,Alpine Glacial Till,61.0,5.67,Very High Risk (Class 5),7.9,169.69,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0231,Sikkim,Namchi,27.16308,88.33173,1305.8,Mid-Himalayan Spur,Gondwana Sequence Sandstone,36.09,232.4,SW,33.53,Exposed Rock Ridge,Rocky Skeletal Soil,64.7,4.63,Very High Risk (Class 5),8.8,86.69,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0232,Sikkim,Namchi,27.16682,88.35775,1227.7,Mid-Himalayan Spur,Gondwana Sequence Sandstone,19.02,30.2,NE,21.71,Terrace Farming,Forest Humus Rich Brown Soil,41.7,6.17,High Risk (Class 4),6.7,32.51,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0233,Sikkim,Namchi,27.17235,88.34445,1416.6,Mid-Himalayan Spur,Gondwana Sequence Sandstone,43.27,157.1,SE,39.93,Dense Evergreen Broadleaf Forest,Rocky Skeletal Soil,29.8,6.78,High Risk (Class 4),7.2,141.98,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0234,Sikkim,Namchi,27.17091,88.33705,1209.7,Mid-Himalayan Spur,Gondwana Sequence Sandstone,39.86,154.5,SE,35.89,Dense Evergreen Broadleaf Forest,Forest Humus Rich Brown Soil,58.1,5.89,Very High Risk (Class 5),8.3,114.05,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0235,Sikkim,Namchi,27.17636,88.36579,1368.7,Mid-Himalayan Spur,Gondwana Sequence Sandstone,18.15,281.7,W,18.59,Shift Agriculture (Jhum),Alpine Glacial Till,45.9,6.39,Moderate Risk (Class 3),6.4,35.37,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0236,Sikkim,Namchi,27.17023,88.35756,1349.5,Mid-Himalayan Spur,Gondwana Sequence Sandstone,24.25,246.3,SW,26.35,Subtropical Pine Forest,Forest Humus Rich Brown Soil,65.7,6.34,Moderate Risk (Class 3),5.7,50.79,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0237,Sikkim,Namchi,27.14941,88.35392,1208.9,Mid-Himalayan Spur,Gondwana Sequence Sandstone,39.58,229.3,SW,39.32,Exposed Rock Ridge,Forest Humus Rich Brown Soil,38.6,4.9,Very High Risk (Class 5),7.4,87.13,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0238,Sikkim,Namchi,27.16359,88.36455,1226.6,Mid-Himalayan Spur,Gondwana Sequence Sandstone,46.31,130.3,SE,46.16,Dense Evergreen Broadleaf Forest,Rocky Skeletal Soil,29.0,5.06,Very High Risk (Class 5),9.3,113.32,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0239,Sikkim,Namchi,27.16215,88.36701,1349.4,Mid-Himalayan Spur,Gondwana Sequence Sandstone,37.72,218.9,SW,38.62,Degraded Forest / Bamboo Brake,Rocky Skeletal Soil,51.7,6.05,High Risk (Class 4),9.7,50.06,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0240,Sikkim,Namchi,27.18226,88.36648,1308.2,Mid-Himalayan Spur,Gondwana Sequence Sandstone,42.66,343.1,N,42.75,Degraded Forest / Bamboo Brake,Forest Humus Rich Brown Soil,39.3,6.73,High Risk (Class 4),7.5,71.15,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0241,Sikkim,Lachen,27.718,88.56502,2823.5,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,41.65,172.1,S,39.82,Sub-alpine Coniferous Forest,Rocky Skeletal Soil,49.6,5.97,High Risk (Class 4),9.7,107.87,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0242,Sikkim,Lachen,27.73258,88.54811,2675.7,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,36.56,282.1,W,37.3,Sub-alpine Coniferous Forest,Alpine Glacial Till,46.8,6.53,High Risk (Class 4),8.5,71.47,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0243,Sikkim,Lachen,27.69766,88.53953,2828.9,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,50.98,332.6,NW,47.78,Sub-alpine Coniferous Forest,Forest Humus Rich Brown Soil,47.2,5.91,High Risk (Class 4),7.1,109.44,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0244,Sikkim,Lachen,27.73083,88.56962,2797.7,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,29.21,131.8,SE,28.21,Bare Rock / Scree,Alpine Glacial Till,28.0,5.89,Moderate Risk (Class 3),6.7,83.6,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0245,Sikkim,Lachen,27.70356,88.55376,2694.5,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,31.64,39.6,NE,34.44,Bare Rock / Scree,Forest Humus Rich Brown Soil,34.8,5.35,Moderate Risk (Class 3),6.2,118.35,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0246,Sikkim,Lachen,27.73299,88.54991,2742.9,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,23.72,21.2,N,28.19,Bare Rock / Scree,Alpine Glacial Till,24.6,6.62,Moderate Risk (Class 3),6.5,79.74,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0247,Sikkim,Lachen,27.70416,88.56753,2838.5,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,49.4,337.2,NW,49.03,Bare Rock / Scree,Rocky Skeletal Soil,67.4,5.76,High Risk (Class 4),7.3,187.57,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0248,Sikkim,Lachen,27.71836,88.54347,2725.4,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,39.63,354.9,N,42.05,Bare Rock / Scree,Alpine Glacial Till,52.5,6.11,Very High Risk (Class 5),9.7,60.74,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0249,Sikkim,Lachen,27.71497,88.53577,2847.8,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,48.8,75.0,E,46.45,Sub-alpine Coniferous Forest,Rocky Skeletal Soil,68.0,4.6,Very High Risk (Class 5),8.1,146.15,Zone V (Very High Risk),Active / Normal
NER-TRN-SIK-0250,Sikkim,Lachen,27.70014,88.56776,2726.1,High Glaciated Valley & Moraines,Higher Himalayan Proterozoic Gneiss,51.79,241.1,SW,49.25,Sub-alpine Coniferous Forest,Rocky Skeletal Soil,53.8,6.13,High Risk (Class 4),8.1,188.97,Zone V (Very High Risk),Active / Normal
